class_of_price,host_response_rate,host_is_superhost,is_center,neighbourhood_cleansed,number_of_reviews,review_scores_rating,long_term_stays_allowed,washer,dishes_and_silverware,kitchen,cooking_basics,hair_dryer,tv,hangers,essentials,hot_water,bed_linens,heating,iron,dedicated_workspace,shampoo,wifi,air_conditioning,elevator,microwave,stove,coffee_maker,dishwasher,oven,refrigerator
medium,always_responds,False,True,centrale,some_reviews,low_rating,True,True,True,True,True,True,True,False,True,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False
medium,always_responds,False,True,centrale,lot_of_reviews,low_rating,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True
medium,usually_responds,False,False,lodi,no_reviews,low_rating,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False
affordable,always_responds,False,False,lodi,lot_of_reviews,low_rating,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True
medium,always_responds,True,True,isola,lot_of_reviews,nice_rating,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,False,True,True
medium,always_responds,False,False,tibaldi,lot_of_reviews,low_rating,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,False,False,True,False,True,True,True
medium,usually_responds,False,True,duomo,lot_of_reviews,nice_rating,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,False,True,True,True
medium,always_responds,False,True,duomo,lot_of_reviews,nice_rating,False,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,False,False,True,True,True,True,True
medium,always_responds,True,True,buenos_aires,lot_of_reviews,nice_rating,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True
medium,usually_responds,False,True,sarpi,some_reviews,low_rating,True,True,False,True,False,False,False,False,True,True,False,True,True,True,False,True,True,True,False,False,False,False,False,False
economy,always_responds,False,False,giambellino,no_reviews,top_rating,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,True,False,True,True,True
affordable,always_responds,False,True,navigli,lot_of_reviews,low_rating,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,False,False,False,False,False,True,True,True
medium,always_responds,False,True,isola,some_reviews,top_rating,False,True,False,True,False,True,True,False,True,False,False,True,True,False,True,True,True,True,False,False,False,False,False,False
medium,always_responds,False,False,citta_studi,lot_of_reviews,good_rating,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,True,False,False,False,False,False,False
expensive,always_responds,True,True,duomo,lot_of_reviews,nice_rating,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,True,True,False,True,False,True,True,True
medium,always_responds,False,True,sarpi,lot_of_reviews,low_rating,True,True,False,True,False,True,True,True,True,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False
medium,always_responds,False,False,maggiore,some_reviews,low_rating,True,False,False,True,False,True,True,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False
affordable,always_responds,False,True,sarpi,lot_of_reviews,low_rating,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,False,True,True,False,False,False,True,True
medium,always_responds,False,True,sarpi,lot_of_reviews,low_rating,True,True,False,True,False,False,True,False,True,False,False,True,False,False,True,True,True,True,False,False,False,False,False,False
medium,always_responds,False,False,magenta_vittore,some_reviews,top_rating,False,True,False,True,False,True,True,True,False,False,False,True,True,True,True,True,False,False,False,False,False,False,False,False
medium,always_responds,True,True,isola,lot_of_reviews,nice_rating,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,False,True
medium,usually_responds,False,True,buenos_aires,lot_of_reviews,top_rating,False,True,False,False,False,True,True,False,False,False,False,True,True,False,False,True,True,False,False,False,True,True,False,False
medium,always_responds,False,False,vigentina,some_reviews,low_rating,False,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True
expensive,always_responds,False,True,loreto,lot_of_reviews,low_rating,True,True,False,True,False,True,False,True,True,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False
medium,usually_responds,False,True,brera,no_reviews,good_rating,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False
medium,always_responds,False,True,buenos_aires,lot_of_reviews,low_rating,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True
medium,always_responds,False,True,tortona,no_reviews,low_rating,True,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
medium,always_responds,False,False,tibaldi,no_reviews,good_rating,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
medium,never_responds,False,True,xxii_marzo,no_reviews,good_rating,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False
medium,always_responds,False,True,pagano,lot_of_reviews,nice_rating,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,False,False,False,True,True,True,True
medium,always_responds,True,False,lorenteggio,some_reviews,low_rating,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,False,True,True,True,False,True,True
medium,usually_responds,False,True,buenos_aires,lot_of_reviews,low_rating,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True
affordable,always_responds,True,True,tre_torri,lot_of_reviews,low_rating,True,True,True,True,True,True,True,True,True,False,False,True,False,True,True,True,True,True,False,True,False,False,True,True
medium,always_responds,False,True,navigli,some_reviews,top_rating,True,True,False,True,False,True,True,True,True,False,False,True,True,True,False,True,True,False,False,False,False,False,False,False
medium,always_responds,False,True,tortona,few_reviews,low_rating,False,True,False,True,False,False,True,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,False,False
expensive,always_responds,False,True,tortona,no_reviews,good_rating,True,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
medium,always_responds,True,False,bande_nere,lot_of_reviews,nice_rating,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,True,True,True,True,True
expensive,always_responds,False,False,s_cristoforo,some_reviews,nice_rating,True,True,False,True,False,True,False,False,True,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False
medium,always_responds,True,True,navigli,lot_of_reviews,nice_rating,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,True,True,True
medium,usually_responds,False,True,tortona,some_reviews,nice_rating,True,True,False,True,False,True,False,False,False,False,False,True,True,False,True,True,True,True,False,False,False,False,False,False
medium,always_responds,True,True,sarpi,lot_of_reviews,nice_rating,False,True,False,False,False,True,True,False,False,False,False,True,True,False,False,True,True,False,False,False,True,True,False,False
affordable,always_responds,False,True,guastalla,lot_of_reviews,low_rating,True,True,True,True,False,True,True,True,True,True,False,True,True,True,True,True,True,False,False,False,True,False,False,False
economy,always_responds,False,False,lambrate,no_reviews,good_rating,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
medium,always_responds,False,True,navigli,some_reviews,low_rating,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
medium,always_responds,False,True,washington,some_reviews,low_rating,True,True,False,True,False,True,False,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,False,False
medium,usually_responds,False,True,tortona,no_reviews,low_rating,True,True,True,True,True,False,True,True,True,True,False,True,False,False,False,False,False,False,False,True,False,True,True,True
medium,usually_responds,False,True,navigli,no_reviews,good_rating,True,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False
medium,always_responds,False,True,sarpi,lot_of_reviews,nice_rating,True,False,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,True,True
medium,always_responds,False,False,stadera,some_reviews,low_rating,True,True,False,True,False,False,True,False,True,False,False,True,False,False,True,True,True,True,False,False,False,False,False,False
medium,usually_responds,False,True,navigli,some_reviews,low_rating,True,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True,True,True,False,False,False,False,False,False
expensive,always_responds,False,True,navigli,few_reviews,low_rating,True,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False
expensive,always_responds,False,True,sarpi,no_reviews,low_rating,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
expensive,usually_responds,False,False,magenta_vittore,some_reviews,top_rating,True,True,False,True,False,True,True,False,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False
medium,always_responds,False,True,ticinese,some_reviews,low_rating,True,False,False,True,False,True,True,True,True,False,False,True,True,True,True,True,False,True,False,True,False,False,False,False
medium,always_responds,False,True,isola,some_reviews,nice_rating,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
medium,always_responds,False,True,buenos_aires,few_reviews,top_rating,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False,False,False,False,False,False
medium,always_responds,False,True,buenos_aires,lot_of_reviews,low_rating,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False
medium,always_responds,False,False,bovisa,no_reviews,low_rating,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
medium,usually_responds,True,True,ticinese,some_reviews,low_rating,True,True,False,True,False,True,True,True,True,True,False,True,True,True,False,True,False,False,False,False,False,False,False,False
medium,always_responds,True,True,ticinese,lot_of_reviews,nice_rating,False,True,False,False,False,True,True,False,False,False,False,True,True,False,False,True,True,False,False,False,True,True,False,False
expensive,always_responds,False,True,buenos_aires,no_reviews,top_rating,False,True,False,True,False,True,True,True,False,True,True,True,True,False,True,False,True,False,False,False,False,False,False,False
medium,usually_responds,False,True,ticinese,no_reviews,good_rating,True,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False
